ClipName,Frame,RootVel.x,RootVel.z,LFootVel.x,LFootVel.y,LFootVel.z,RFootVel.x,RFootVel.y,RFootVel.z,RootPos.x,RootPos.z,Forward.x,Forward.z
Start_Run,16,0.0309345,-0.01984509,0.1167636,-0.005748908,0.5057327,-0.1324448,-0.005178181,0.5128179,0.0309345,-0.01984509,0.04560902,-1.005627
Start_Run,17,0.03246054,-0.02678988,0.1150261,-0.004436355,0.5128542,-0.1337576,-0.00404307,0.5197892,0.03246054,-0.02678988,0.04493373,-1.003229
Start_Run,18,0.03417297,-0.03448687,0.1130471,-0.002893733,0.5208185,-0.1352759,-0.002641435,0.5277542,0.03417297,-0.03448687,0.04461089,-1.000437
Start_Run,19,0.03608242,-0.04302117,0.1109106,-0.001152482,0.5292195,-0.136923,-0.001027618,0.5361558,0.03608242,-0.04302117,0.04472556,-0.9972302
Start_Run,20,0.03819949,-0.05247794,0.1086308,0.0008075297,0.5381488,-0.1387084,0.0008388844,0.5451397,0.03819949,-0.05247794,0.04522971,-0.993588
Start_Run,21,0.04054839,-0.0629423,0.1061914,0.003070173,0.5480323,-0.1406649,0.003057349,0.5551378,0.04054839,-0.0629423,0.04592339,-0.9894903
Start_Run,22,0.04313171,-0.07449939,0.1035411,0.005724648,0.5592187,-0.1428686,0.005749296,0.5665345,0.04313171,-0.07449939,0.04665556,-0.9849173
Start_Run,23,0.04592763,-0.08723433,0.1008581,0.008886635,0.5720615,-0.1451422,0.008926229,0.5790641,0.04592763,-0.08723433,0.04727133,-0.9798498
Start_Run,24,0.04891437,-0.1013483,0.09803977,0.01271152,0.5869778,-0.147586,0.01275812,0.5931751,0.04891437,-0.1013483,0.04760393,-0.9742692
Start_Run,25,0.05207009,-0.1171215,0.0947572,0.01712325,0.603367,-0.1505528,0.01783749,0.6090788,0.05207009,-0.1171215,0.04748536,-0.9681596
Start_Run,26,0.055373,-0.1347577,0.09151272,0.02211703,0.6215497,-0.1535789,0.02590712,0.6267136,0.055373,-0.1347577,0.0467384,-0.9615065
Start_Run,27,0.05880129,-0.1544604,0.08822754,0.02774017,0.6422251,-0.1569537,0.03948877,0.647187,0.05880129,-0.1544604,0.04493792,-0.9539812
Start_Run,28,0.06233314,-0.1764334,0.08448887,0.03364649,0.6649113,-0.1581423,0.06040721,0.6679251,0.06233314,-0.1764334,0.04140837,-0.945179
Start_Run,29,0.06594676,-0.2008804,0.08066712,0.0395929,0.6891745,-0.1528563,0.08985529,0.6859205,0.06594676,-0.2008804,0.03590127,-0.9349798
Start_Run,30,0.06944996,-0.2280049,0.07721323,0.04603349,0.7158669,-0.1417857,0.1249903,0.6964734,0.06944996,-0.2280049,0.02957933,-0.9232417
Start_Run,31,0.07253955,-0.2579156,0.07421347,0.05293411,0.7442301,-0.1280104,0.156456,0.6942194,0.07253955,-0.2579156,0.02358031,-0.909798
Start_Run,32,0.07502726,-0.290687,0.07121211,0.061527,0.776738,-0.1142684,0.1754683,0.6771956,0.07502726,-0.290687,0.01718612,-0.8944954
Start_Run,33,0.07672478,-0.3264714,0.06901141,0.07145968,0.8126628,-0.1010869,0.1774261,0.6434299,0.07672478,-0.3264714,0.009583758,-0.8771911
Start_Run,34,0.07744382,-0.3654217,0.06830187,0.08266895,0.8511634,-0.08973824,0.1663838,0.5911236,0.07744382,-0.3654217,0.0008795974,-0.8577576
Start_Run,35,0.0769961,-0.4076903,0.06888835,0.09705634,0.892805,-0.08144993,0.1500747,0.5267122,0.0769961,-0.4076903,-0.00575704,-0.8360932
Start_Run,36,0.07541941,-0.4534299,0.07032451,0.1168797,0.9380718,-0.07535317,0.1385892,0.4592875,0.07541941,-0.4534299,-0.005167144,-0.8121141
Start_Run,37,0.07304669,-0.502793,0.07365417,0.1427466,0.9844587,-0.06959128,0.1392252,0.3948972,0.07304669,-0.502793,0.002435398,-0.7857949
Start_Run,38,0.07013237,-0.5559321,0.07740152,0.1769293,1.031099,-0.0606624,0.144877,0.3585096,0.07013237,-0.5559321,0.01288254,-0.7572161
Start_Run,39,0.06693083,-0.6116154,0.08136711,0.2230812,1.077988,-0.04911623,0.1527638,0.3740315,0.06693083,-0.6116154,0.02501356,-0.7264809
Start_Run,40,0.0632166,-0.6693388,0.08559963,0.2743975,1.11532,-0.03958256,0.1600815,0.4298901,0.0632166,-0.6693388,0.03930582,-0.6961923
Start_Run,41,0.05879512,-0.7303459,0.09243995,0.3248799,1.137278,-0.03479171,0.1775442,0.4911138,0.05879512,-0.7303459,0.05161904,-0.6693101
Start_Run,42,0.05396708,-0.795881,0.1013062,0.3716986,1.140694,-0.03176898,0.1945689,0.5530984,0.05396708,-0.795881,0.06109193,-0.6467242
Start_Run,43,0.04903323,-0.867188,0.1154355,0.4162831,1.107968,-0.02722294,0.2094783,0.6246352,0.04903323,-0.867188,0.06015149,-0.6287869
Start_Run,44,0.0444752,-0.9455112,0.1218486,0.444001,1.045693,-0.02300738,0.2175527,0.7075992,0.0444752,-0.9455112,0.0523757,-0.6166452
Start_Run,45,0.04114714,-1.029794,0.1234723,0.4426294,0.9617232,-0.01969775,0.2188469,0.7939494,0.04114714,-1.029794,0.04204506,-0.611225
Start_Run,46,0.03945636,-1.117962,0.1184853,0.4123499,0.8674246,-0.01796642,0.2162918,0.8777886,0.03945636,-1.117962,0.03934803,-0.6140202
Start_Run,47,0.03911734,-1.209738,0.1050727,0.3616001,0.7653763,-0.01756637,0.2263024,0.9634302,0.03911734,-1.209738,0.05264169,-0.6216325
Start_Run,48,0.03995013,-1.304839,0.08600757,0.2972634,0.6551035,-0.01841443,0.2450771,1.046363,0.03995013,-1.304839,0.07082178,-0.6293322
Start_Run,49,0.04156751,-1.402986,0.06646466,0.2326432,0.5424244,-0.02185226,0.2702297,1.120551,0.04156751,-1.402986,0.07939684,-0.6370993
Start_Run,50,0.04339532,-1.503899,0.04746228,0.1829633,0.4439365,-0.02850008,0.3140128,1.181972,0.04339532,-1.503899,0.07209294,-0.6448585
Start_Run,51,0.04497325,-1.607297,0.03560564,0.1532099,0.3873003,-0.03996431,0.3875118,1.224546,0.04497325,-1.607297,0.05395234,-0.652225
Start_Run,52,0.04584096,-1.7129,0.02873756,0.1395874,0.3943894,-0.04639589,0.4775782,1.224686,0.04584096,-1.7129,0.04162639,-0.658265
Start_Run,53,0.04568176,-1.820429,0.02598206,0.1360371,0.473371,-0.04865144,0.5553946,1.17801,0.04568176,-1.820429,0.03722025,-0.6622998
Start_Run,54,0.04635176,-1.929602,0.02580874,0.1415576,0.5850989,-0.05406934,0.5913703,1.093548,0.04635176,-1.929602,0.03379246,-0.6641971
Start_Run,55,0.04741536,-2.04014,0.02371794,0.1503372,0.6950546,-0.06463807,0.5731593,0.9888965,0.04741536,-2.04014,0.0287714,-0.6638747
Start_Run,56,0.04837216,-2.151762,0.02414924,0.157327,0.8006797,-0.07470108,0.5055742,0.8697582,0.04837216,-2.151762,0.02974079,-0.6655285
Start_Run,57,0.04872179,-2.265861,0.02309395,0.1778731,0.9100345,-0.07806362,0.397464,0.7323852,0.04872179,-2.265861,0.03111035,-0.6723672
Start_Run,58,0.04805867,-2.383862,0.02375473,0.2064181,1.019804,-0.07072274,0.2788352,0.5714127,0.04805867,-2.383862,0.02113795,-0.6831401
Start_Run,59,0.04682885,-2.50553,0.02601098,0.2471693,1.117299,-0.05678672,0.1929274,0.4014142,0.04682885,-2.50553,0.008986278,-0.6963599
Stop_Run,0,0.07787166,5.441688,0.003150545,0.1877048,1.001975,-0.01065286,0.1543586,0.1388725,0.07787166,5.441688,0.04945155,-0.8592517
Stop_Run,1,0.078164,5.253575,0.01170823,0.2464993,1.101762,-0.02912011,0.1676212,0.02655736,0.078164,5.253575,0.03009033,-0.8891475
Stop_Run,2,0.07660974,5.075838,0.01912797,0.3513828,1.157732,-0.05406869,0.1385159,0.01229506,0.07660974,5.075838,0.02660088,-0.9121422
Stop_Run,3,0.07630325,4.903364,0.02723584,0.4675117,1.156703,-0.04540083,0.1287152,-0.01079869,0.07630325,4.903364,0.01784899,-0.9292499
Stop_Run,4,0.0759809,4.731037,0.03883838,0.5327162,1.099095,-0.03623516,0.09197539,0.06257645,0.0759809,4.731037,-0.005017301,-0.9415022
Stop_Run,5,0.07425049,4.553739,0.04955224,0.5249987,1.00554,-0.03453784,0.07093662,0.2307154,0.07425049,4.553739,-0.03234415,-0.9500934
Stop_Run,6,0.07304046,4.374234,0.06259293,0.468848,0.8855606,-0.03638871,0.07456991,0.4088264,0.07304046,4.374234,-0.05385491,-0.9563657
Stop_Run,7,0.07450083,4.198286,0.06692801,0.36889,0.7380635,-0.03807792,0.07903129,0.5808824,0.07450083,4.198286,-0.0557815,-0.9615938
Stop_Run,8,0.07645186,4.025283,0.06434878,0.2455506,0.5551599,-0.03827792,0.1022872,0.7287266,0.07645186,4.025283,-0.03364753,-0.9669642
Stop_Run,9,0.07929832,3.854611,0.05970244,0.1408725,0.3394672,-0.03812015,0.1594884,0.8553414,0.07929832,3.854611,-0.01211877,-0.9738223
Stop_Run,10,0.08294275,3.685658,0.0643637,0.09761469,0.1241914,-0.04178936,0.2300078,0.9437578,0.08294275,3.685658,-0.00371864,-0.9835395
Stop_Run,11,0.08596985,3.517809,0.07451084,0.1051399,-0.02578123,-0.04628862,0.3120502,0.982996,0.08596985,3.517809,-0.008588089,-0.9935245
Stop_Run,12,0.08761103,3.350451,0.07715382,0.1133164,-0.07838801,-0.04988388,0.3786324,0.9683716,0.08761103,3.350451,-0.02766749,-1.000565
Stop_Run,13,0.08938719,3.182972,0.06556094,0.08897458,-0.02448101,-0.05830592,0.394657,0.9115219,0.08938719,3.182972,-0.05234687,-1.005107
Stop_Run,14,0.09228604,3.017757,0.05795525,0.08017805,0.1123375,-0.07558214,0.3651353,0.815181,0.09228604,3.017757,-0.05457201,-1.007522
Stop_Run,15,0.09553868,2.857358,0.05407708,0.08679,0.2691263,-0.098939,0.2926481,0.6764433,0.09553868,2.857358,-0.03307417,-1.008227
Stop_Run,16,0.09838153,2.701409,0.05180154,0.09530307,0.4200443,-0.1057601,0.1969959,0.4861756,0.09838153,2.701409,-0.01355476,-1.007561
Stop_Run,17,0.1006758,2.549543,0.05161937,0.1459806,0.544866,-0.09310274,0.1262388,0.267153,0.1006758,2.549543,-0.003300954,-1.005798
Stop_Run,18,0.1026972,2.401395,0.05332289,0.2097303,0.645644,-0.08098246,0.1172306,0.06252579,0.1026972,2.401395,0.0102675,-1.00327
Stop_Run,19,0.104304,2.256598,0.05756122,0.2568589,0.7017457,-0.07545777,0.1417553,-0.06741217,0.104304,2.256598,0.0292291,-1.000351
Stop_Run,20,0.1053542,2.114786,0.06269143,0.2940805,0.6971072,-0.06805354,0.145349,-0.0964507,0.1053542,2.114786,0.06456304,-0.9973571
Stop_Run,21,0.105706,1.975594,0.06759518,0.2971072,0.6416035,-0.05742335,0.1122174,-0.04518734,0.105706,1.975594,0.1099855,-0.994463
Stop_Run,22,0.105947,1.838654,0.07271609,0.2695391,0.5430251,-0.05446303,0.09894819,0.07131529,0.105947,1.838654,0.1327421,-0.9920812
Stop_Run,23,0.1067274,1.705253,0.08034943,0.2195352,0.4039409,-0.05553591,0.1060111,0.2055667,0.1067274,1.705253,0.1358193,-0.990659
Stop_Run,24,0.1079988,1.576736,0.08479906,0.1683481,0.2300155,-0.05613407,0.1181771,0.3300967,0.1079988,1.576736,0.1444934,-0.9896974
Stop_Run,25,0.1097129,1.452826,0.09020267,0.1434142,0.0510643,-0.05606304,0.1489989,0.4460975,0.1097129,1.452826,0.1575087,-0.9884133
Stop_Run,26,0.1118213,1.333246,0.1052103,0.15144,-0.078965,-0.05639512,0.2140253,0.5250502,0.1118213,1.333246,0.1588555,-0.9866855
Stop_Run,27,0.1142758,1.217721,0.1159173,0.1588218,-0.1229882,-0.06999438,0.273775,0.5526634,0.1142758,1.217721,0.1565356,-0.9842865
Stop_Run,28,0.1170279,1.105973,0.1133858,0.1340919,-0.09078307,-0.0913579,0.2922184,0.5303558,0.1170279,1.105973,0.1577504,-0.9810703
Stop_Run,29,0.1200294,0.9977267,0.1098238,0.1199166,-0.009185635,-0.114022,0.2802815,0.4660411,0.1200294,0.9977267,0.1673523,-0.9769983
Stop_Run,30,0.1224123,0.895817,0.1078935,0.1192027,0.08932214,-0.1400981,0.2434423,0.3631313,0.1224123,0.895817,0.1916228,-0.971848
Stop_Run,31,0.1230331,0.8023645,0.1073833,0.1235604,0.1808006,-0.1593216,0.1954862,0.229959,0.1230331,0.8023645,0.2212282,-0.9651085
Stop_Run,32,0.1214306,0.7160175,0.1084362,0.123018,0.2647502,-0.1624955,0.1598475,0.09367963,0.1214306,0.7160175,0.2452506,-0.9567036
Stop_Run,33,0.1178426,0.6354253,0.109929,0.1238122,0.3433186,-0.1579704,0.1486405,-0.01779309,0.1178426,0.6354253,0.2740046,-0.9465446
Stop_Run,34,0.112916,0.5592363,0.1120449,0.1318539,0.412429,-0.1502496,0.1471138,-0.08684955,0.112916,0.5592363,0.3196736,-0.9343638
Stop_Run,35,0.1068032,0.4860992,0.1136459,0.1495191,0.4705572,-0.1360831,0.1412573,-0.1109814,0.1068032,0.4860992,0.3736834,-0.9197979
Stop_Run,36,0.09965666,0.4146625,0.1118391,0.1688162,0.5167899,-0.1165648,0.1207307,-0.09729037,0.09965666,0.4146625,0.4218784,-0.9028692
Stop_Run,37,0.09182092,0.3445869,0.1114979,0.1826691,0.5507374,-0.09928035,0.09960006,-0.0548714,0.09182092,0.3445869,0.4553885,-0.8875543
Stop_Run,38,0.08403047,0.278188,0.1136906,0.1891949,0.5768702,-0.08752712,0.09863442,0.0004314411,0.08403047,0.278188,0.4742297,-0.8771098
Stop_Run,39,0.07702293,0.2180978,0.1179584,0.1893266,0.6003951,-0.0835342,0.1056778,0.04298721,0.07702293,0.2180978,0.4785587,-0.8703516
Stop_Run,40,0.0713804,0.1669485,0.1201388,0.1834566,0.6227422,-0.08249541,0.1034369,0.05606508,0.0713804,0.1669485,0.4792333,-0.8659372
Stop_Run,41,0.06668609,0.1258901,0.1172761,0.1731893,0.6407141,-0.0815746,0.09619895,0.08255543,0.06668609,0.1258901,0.4837684,-0.8624319
Stop_Run,42,0.0629007,0.09260383,0.1149611,0.155886,0.6502546,-0.07727897,0.08360038,0.1140538,0.0629007,0.09260383,0.4891662,-0.8586307
Stop_Run,43,0.06014057,0.0645193,0.1167118,0.1290461,0.6447858,-0.07398678,0.06991667,0.1422934,0.06014057,0.0645193,0.4989524,-0.8533023
Stop_Run,44,0.05787821,0.03997247,0.1193585,0.1016683,0.6344943,-0.07270081,0.05616377,0.1660607,0.05787821,0.03997247,0.5187743,-0.8453416
Stop_Run,45,0.05558616,0.01847295,0.113398,0.08378093,0.6324598,-0.07197086,0.04198687,0.1867408,0.05558616,0.01847295,0.5461149,-0.8335897
Stop_Run,46,0.05319828,-0.0007900223,0.1036109,0.07627248,0.6315034,-0.07103016,0.02844413,0.2052042,0.05319828,-0.0007900223,0.5748771,-0.8169228
Stop_Run,47,0.05107381,-0.01847048,0.0971524,0.07345397,0.6344696,-0.07040645,0.01782168,0.2230098,0.05107381,-0.01847048,0.6027111,-0.7988998
Stop_Run,48,0.04932332,-0.03482678,0.09467889,0.07332198,0.6386225,-0.06962561,0.01050652,0.2391563,0.04932332,-0.03482678,0.6275021,-0.7837068
Stop_Run,49,0.047858,-0.04992659,0.09438896,0.07396865,0.6425729,-0.06882666,0.004975859,0.2539598,0.047858,-0.04992659,0.6465498,-0.7711701
Stop_Run,50,0.04660273,-0.06367523,0.09600265,0.07351679,0.6454579,-0.06788628,0.001119349,0.2674194,0.04660273,-0.06367523,0.65955,-0.7611136
Stop_Run,51,0.04568865,-0.07604663,0.09856169,0.0700589,0.6462047,-0.06704427,-0.001260658,0.2797043,0.04568865,-0.07604663,0.6683306,-0.7533719
Stop_Run,52,0.0452469,-0.08701459,0.1016361,0.0636922,0.6433193,-0.0660778,-0.002399618,0.2907386,0.0452469,-0.08701459,0.673387,-0.7477992
Stop_Run,53,0.0454086,-0.09655303,0.1041788,0.05602614,0.6368176,-0.06505172,-0.002540615,0.3002529,0.0454086,-0.09655303,0.6751781,-0.7442391
Stop_Run,54,0.04613582,-0.1046358,0.1065353,0.04743103,0.6281206,-0.06479097,-0.001917946,0.308496,0.04613582,-0.1046358,0.6741186,-0.7425315
Stop_Run,55,0.04730494,-0.1112369,0.1093068,0.03836605,0.6183311,-0.06553091,-0.000735725,0.3154142,0.04730494,-0.1112369,0.6705849,-0.7425122
Stop_Run,56,0.0489186,-0.1163302,0.1119835,0.02956472,0.6100623,-0.06671924,0.0007644683,0.3208273,0.0489186,-0.1163302,0.6649563,-0.7440171
Stop_Run,57,0.05097947,-0.11982,0.1116238,0.02183746,0.607617,-0.06827608,0.002353573,0.3246032,0.05097947,-0.11982,0.6575992,-0.746878
Stop_Run,58,0.05349018,-0.1217839,0.1082035,0.01555109,0.6087399,-0.07028412,0.003840644,0.3264343,0.05349018,-0.1217839,0.648867,-0.7509237
Stop_Run,59,0.05645338,-0.1224556,0.1045826,0.01117329,0.6089222,-0.0731483,0.004820548,0.3269052,0.05645338,-0.1224556,0.6392114,-0.7560408
Stop_Run,60,0.05987173,-0.1220683,0.1006055,0.008167997,0.6084183,-0.07664436,0.004681267,0.3264405,0.05987173,-0.1220683,0.6291427,-0.7622054
Stop_Run,61,0.06374785,-0.1208558,0.09654565,0.005512647,0.6073025,-0.08030204,0.003860848,0.3253812,0.06374785,-0.1208558,0.6189666,-0.7693813
Stop_Run,62,0.06788666,-0.1190514,0.09262285,0.003270146,0.6056035,-0.08411351,0.003096185,0.3238636,0.06788666,-0.1190514,0.6085896,-0.7774801
Stop_Run,63,0.07206307,-0.1168887,0.08866017,0.001510722,0.6033716,-0.08818106,0.002283731,0.321825,0.07206307,-0.1168887,0.5979074,-0.7863809
Stop_Run,64,0.0762348,-0.114426,0.0848344,0.0003006514,0.600848,-0.09223547,0.00138037,0.3192572,0.0762348,-0.114426,0.5868003,-0.7959603
Stop_Run,65,0.08035953,-0.1116328,0.08115276,-0.0004348074,0.59825,-0.09631188,0.0004946207,0.3164687,0.08035953,-0.1116328,0.5751286,-0.80606
Stop_Run,66,0.08439498,-0.1086093,0.0774898,-0.0007887181,0.5956025,-0.1004726,-0.0002741675,0.3136241,0.08439498,-0.1086093,0.5627586,-0.8165265
Stop_Run,67,0.08829885,-0.1054558,0.07381226,-0.0008962317,0.592649,-0.1046902,-0.0008125341,0.3106086,0.08829885,-0.1054558,0.5495545,-0.827211
Stop_Run,68,0.09202886,-0.1022727,0.07015061,-0.0008649316,0.5895069,-0.1086616,-0.001045209,0.3073377,0.09202886,-0.1022727,0.5353847,-0.837983
Stop_Run,69,0.09554271,-0.09916028,0.06665891,-0.0007240722,0.586272,-0.1122394,-0.001055978,0.3039807,0.09554271,-0.09916028,0.5198237,-0.8487455
Stop_Run,70,0.09879813,-0.09621881,0.06339991,-0.0004429007,0.5830555,-0.1155753,-0.0009883456,0.3008071,0.09879813,-0.09621881,0.5028656,-0.8593946
Stop_Run,71,0.1017528,-0.09354861,0.06044434,5.883785E-05,0.580696,-0.1185366,-0.0009543293,0.2983822,0.1017528,-0.09354861,0.4850208,-0.8698044
Stop_Run,72,0.1043645,-0.09124999,0.05782667,0.0006451957,0.5788977,-0.1211197,-0.0009478934,0.2963271,0.1043645,-0.09124999,0.4667914,-0.8798352
Stop_Run,73,0.1065908,-0.08930822,0.0557602,0.001165285,0.5772061,-0.1232926,-0.0009677658,0.2944524,0.1065908,-0.08930822,0.4486912,-0.8893491
Stop_Run,74,0.1085015,-0.0876441,0.0540641,0.001492829,0.5757525,-0.1251901,-0.001001835,0.2928101,0.1085015,-0.0876441,0.4312482,-0.8982047
Stop_Run,75,0.1102018,-0.08626133,0.05249729,0.00165575,0.5745149,-0.1270227,-0.001004935,0.291382,0.1102018,-0.08626133,0.414999,-0.9062587
Stop_Run,76,0.1117024,-0.08516365,0.05111782,0.001763118,0.5731989,-0.1287861,-0.0009589663,0.2901163,0.1117024,-0.08516365,0.400488,-0.9133699
Stop_Run,77,0.1130142,-0.08435477,0.05014843,0.001911172,0.5722345,-0.1301052,-0.0009569171,0.2892585,0.1130142,-0.08435477,0.3882672,-0.9194012
Stop_Run,78,0.114148,-0.0838384,0.04906105,0.002130845,0.5718827,-0.1313688,-0.0009712992,0.2888959,0.114148,-0.0838384,0.3788872,-0.9242077
Stop_Run,79,0.1151145,-0.08361825,0.048001,0.002423697,0.5720536,-0.1324819,-0.001010907,0.2888891,0.1151145,-0.08361825,0.3723219,-0.9276506
Stop_Run,80,0.1159245,-0.08369805,0.04719426,0.002756425,0.5723892,-0.1334426,-0.001063354,0.2891721,0.1159245,-0.08369805,0.3679938,-0.9295928
Stop_Run,81,0.1165889,-0.08408152,0.04661583,0.003123811,0.5730605,-0.1341509,-0.001124504,0.2899427,0.1165889,-0.08408152,0.3656732,-0.9304497
Stop_Run,82,0.1171184,-0.08477236,0.04610785,0.003478211,0.5741,-0.1345884,-0.001146704,0.291013,0.1171184,-0.08477236,0.365136,-0.9307672
Stop_Run,83,0.1175239,-0.08577429,0.04560214,0.003775577,0.5752535,-0.1349019,-0.001093038,0.2921406,0.1175239,-0.08577429,0.3661091,-0.9306056
Stop_Run,84,0.1178161,-0.08704436,0.0451619,0.004019682,0.5765096,-0.1351099,-0.0009742853,0.2933231,0.1178161,-0.08704436,0.3683198,-0.9300268
Stop_Run,85,0.1180058,-0.0885127,0.04484691,0.004216201,0.5778736,-0.1352352,-0.0008028534,0.2945737,0.1180058,-0.0885127,0.3714947,-0.9290927
Stop_Run,86,0.1181039,-0.09014264,0.04471774,0.004401976,0.5795214,-0.1353002,-0.0006096538,0.2960745,0.1181039,-0.09014264,0.375361,-0.9278658
Stop_Run,87,0.1181211,-0.09189753,0.04476803,0.004563195,0.5813002,-0.1352779,-0.000400856,0.2977241,0.1181211,-0.09189753,0.3796451,-0.9264085
Stop_Run,88,0.1180681,-0.09374069,0.04491875,0.004687306,0.5830589,-0.1351783,-0.0001791537,0.2994399,0.1180681,-0.09374069,0.3840738,-0.9247826
Stop_Run,89,0.117956,-0.09563544,0.04516379,0.004786748,0.5848191,-0.135017,4.16229E-05,0.3012335,0.117956,-0.09563544,0.3883751,-0.9230499
Idle_IdleToIdlesR,0,-0.001379472,0.01778917,-0.09182844,-0.01110949,0.3429252,0.1262279,-0.009506471,0.3554991,-0.001379472,0.01778917,-0.08496847,0.9963739
Idle_IdleToIdlesR,1,-0.00158978,0.01785108,-0.09157041,-0.01109387,0.3429016,0.1265049,-0.009465038,0.3555142,-0.00158978,0.01785108,-0.08423471,0.9964406
Idle_IdleToIdlesR,2,-0.001809753,0.01788168,-0.09127636,-0.01108349,0.3429101,0.1268528,-0.009455442,0.3555838,-0.001809753,0.01788168,-0.08341232,0.9965128
Idle_IdleToIdlesR,3,-0.002044956,0.01788371,-0.09100657,-0.01105987,0.3427341,0.1272037,-0.009471524,0.3554761,-0.002044956,0.01788371,-0.08255452,0.9965858
Idle_IdleToIdlesR,4,-0.002287195,0.01785989,-0.09083851,-0.01102837,0.3425772,0.1274726,-0.00952982,0.3553801,-0.002287195,0.01785989,-0.08172074,0.9966556
Idle_IdleToIdlesR,5,-0.002522177,0.01781298,-0.09076127,-0.01100007,0.3425851,0.1276624,-0.009633303,0.355427,-0.002522177,0.01781298,-0.08096979,0.9967177
Idle_IdleToIdlesR,6,-0.002746307,0.0177457,-0.09070291,-0.01098176,0.342742,0.127837,-0.009769646,0.3555862,-0.002746307,0.0177457,-0.0803581,0.9967673
Idle_IdleToIdlesR,7,-0.002955994,0.01766079,-0.09064637,-0.0109697,0.3429411,0.1280055,-0.009928956,0.355736,-0.002955994,0.01766079,-0.07994076,0.9968004
Idle_IdleToIdlesR,8,-0.003147645,0.01756099,-0.09057552,-0.01096128,0.3430947,0.1281689,-0.01010267,0.3558648,-0.003147645,0.01756099,-0.0797732,0.9968131
Idle_IdleToIdlesR,9,-0.003317668,0.01744904,-0.09047896,-0.01095635,0.3431995,0.128325,-0.0102841,0.3560246,-0.003317668,0.01744904,-0.07991167,0.9968013
Idle_IdleToIdlesR,10,-0.003461634,0.01732766,-0.09035156,-0.01095406,0.3432435,0.1284735,-0.01046631,0.3561553,-0.003461634,0.01732766,-0.08029891,0.9967699
Idle_IdleToIdlesR,11,-0.003576601,0.01719961,-0.09019528,-0.01096054,0.3433071,0.1285979,-0.01064895,0.3563069,-0.003576601,0.01719961,-0.08079186,0.9967301
Idle_IdleToIdlesR,12,-0.003661211,0.01706761,-0.0900079,-0.01098173,0.3434597,0.1287065,-0.01083087,0.3565353,-0.003661211,0.01706761,-0.08131693,0.9966876
Idle_IdleToIdlesR,13,-0.003714103,0.01693441,-0.08981742,-0.01101115,0.343616,0.1287939,-0.01100663,0.3567429,-0.003714103,0.01693441,-0.08179789,0.9966488
Idle_IdleToIdlesR,14,-0.003733917,0.01680273,-0.08967374,-0.01104254,0.3437235,0.1288331,-0.01117569,0.356865,-0.003733917,0.01680273,-0.08215892,0.9966204
Idle_IdleToIdlesR,15,-0.003719294,0.01667532,-0.08960478,-0.01107787,0.3438334,0.128819,-0.01133928,0.3569408,-0.003719294,0.01667532,-0.0823259,0.9966083
Idle_IdleToIdlesR,16,-0.003668873,0.01655491,-0.08962741,-0.01111855,0.3439687,0.1287552,-0.01149793,0.3570187,-0.003668873,0.01655491,-0.08239432,0.9966044
Idle_IdleToIdlesR,17,-0.003581295,0.01644424,-0.08972709,-0.01116338,0.3441182,0.128649,-0.01165076,0.3571212,-0.003581295,0.01644424,-0.08250851,0.9965968
Idle_IdleToIdlesR,18,-0.0034552,0.01634605,-0.08988072,-0.0112086,0.3442483,0.128502,-0.01179493,0.3572153,-0.0034552,0.01634605,-0.08266711,0.9965857
Idle_IdleToIdlesR,19,-0.003289227,0.01626307,-0.09008495,-0.01125135,0.3443355,0.1283154,-0.01192786,0.3572797,-0.003289227,0.01626307,-0.08286893,0.9965711
Idle_IdleToIdlesR,20,-0.003082018,0.01619803,-0.09033722,-0.01128912,0.3443662,0.1280903,-0.01204753,0.3572929,-0.003082018,0.01619803,-0.08311283,0.9965528
Idle_IdleToIdlesR,21,-0.002832212,0.01615369,-0.09063526,-0.01132082,0.3443449,0.1278269,-0.01215292,0.3572628,-0.002832212,0.01615369,-0.0833981,0.9965307
Idle_IdleToIdlesR,22,-0.002547215,0.01613276,-0.09097696,-0.01134752,0.3442981,0.1275234,-0.01224519,0.3572356,-0.002547215,0.01613276,-0.0837248,0.9965046
Idle_IdleToIdlesR,23,-0.002247669,0.01613799,-0.09135985,-0.01136949,0.344242,0.1271834,-0.01232479,0.3571925,-0.002247669,0.01613799,-0.08409271,0.9964744
Idle_IdleToIdlesR,24,-0.001952068,0.01617327,-0.09174931,-0.01139051,0.3441963,0.1268423,-0.01238806,0.357119,-0.001952068,0.01617327,-0.08448286,0.9964416
Idle_IdleToIdlesR,25,-0.001666505,0.0162383,-0.09210743,-0.01141357,0.3441676,0.1265342,-0.01243009,0.3570412,-0.001666505,0.0162383,-0.08486227,0.9964092
Idle_IdleToIdlesR,26,-0.001387615,0.01632956,-0.09242612,-0.01143779,0.3441421,0.1262633,-0.01244886,0.3569674,-0.001387615,0.01632956,-0.08520965,0.9963791
Idle_IdleToIdlesR,27,-0.001119709,0.01644352,-0.0926957,-0.01145984,0.3440671,0.1260352,-0.01244058,0.3568668,-0.001119709,0.01644352,-0.08550303,0.9963533
Idle_IdleToIdlesR,28,-0.0008698126,0.01657665,-0.09290909,-0.01147687,0.3439226,0.1258554,-0.01240144,0.3567127,-0.0008698126,0.01657665,-0.08572053,0.9963336
